Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_Hobbies_Hard_0169,Hobbies,Hobbies,Hard,The Xxcha garden world of Archon Tau was bombarded into a brown wasteland during the Twilight Wars by which faction?,The Protoss,The Nekro Virus,The Federation of Sol,The Sardakk N'orr,The Federation of Sol,"However, with their excellent diplomatic skills, they ceded only one of their two habitable planets: Archon Tau. The Xxcha knew the Barony would come for their other planet, Archon Ren, once they were no longer distracted by the Twilight Wars, so the Xxcha secretly began to arm and train. The Federation of Sol arrived in the system to attack the Barony and had no concerns for the beauty or ecology of Archon Tau; they bombarded and fought on the planet's surface for two years, turning it into a wasteland. Since the Twilight Wars, the Xxcha have been rehabilitating their destroyed world and building the most impressive defensive structures in the galaxy to make sure the catastrophe is never repeated. Source: The Xxcha faction sheet.",,https://www.funtrivia.com/quiz/hobbies/history-of-the-imperium-416911.html
Question_MQ_Parsed_Hobbies_Hard_0170,Hobbies,Hobbies,Hard,"What was the name of the Lazax councilor who fled the empire during the Twilight Wars and covered his tracks, leading a group that would become the L1Z1X?",Winston Duarte,Ragh Gavar,Mahthom Iq Seerva,Ibna Vel Syd,Ibna Vel Syd,"Vel Syd and his followers (and some Hylar technicians) fled the Empire just before the bombardment of Mecatol Rex, destroying the Hall of Cartography on their way out to cover their tracks. The hall was still burning when the final bombardment of Mecatol Rex commenced. Hidden away from the rest of the galaxy, they landed on a resource rich but hostile world where they used body modifications to survive, becoming the L1Z1X over the next 3000 years. Source: ""The Sun Sets on an Empire"" in the Lore Compendium, and the L1Z1X faction sheet.",,https://www.funtrivia.com/quiz/hobbies/history-of-the-imperium-416911.html
Question_MQ_Parsed_Hobbies_Hard_0171,Hobbies,Hobbies,Hard,"While many of the great races were complicit in the fall of the Lazax Empire, which faction was directly responsible for the bombardment of the capital planet, Mecatol Rex?",The Sardakk N'orr,The Federation of Sol,The Embers of Muaat,The Covenant,The Federation of Sol,"Sol was responsible for both the start of the Twilight Wars, and its end. There was another board game by Fantasy Flight Games, ""Rex: Final Days of an Empire"" (2012), that depicted these events. It had a plastic Sol fleet miniature that moved around the board, sowing destruction. The game was a re-theme of the 1979 ""Dune"" board game by Avalon Hill. Source: ""The Sun Sets on an Empire"" in the Lore Compendium.",,https://www.funtrivia.com/quiz/hobbies/history-of-the-imperium-416911.html
Question_MQ_Parsed_Hobbies_Hard_0172,Hobbies,Hobbies,Hard,"During the chaos of the Twilight Wars, the Embers of Muaat freed themselves from enslavement to which other faction?",The Barony of Letnev,The Quarians,The Universities of Jol-Nar,The Naalu Collective,The Universities of Jol-Nar,"During the Twilight Wars, Jol-Nar forced the Gashlai to build the most powerful weapon ever: the War Sun. But the Jol-Nar were hit by the Doolak plague which, along with the war, weakened them enough that the Gashlai were able to rebel against their masters and keep the new weapon for themselves. Source: ""An Age of Unrest"" on the Lore Compendium, and the Embers of Muaat faction sheet.",,https://www.funtrivia.com/quiz/hobbies/history-of-the-imperium-416911.html
Question_MQ_Parsed_Hobbies_Hard_0173,Hobbies,Hobbies,Hard,Who was the last Lazax Emperor?,Salai Sai Corlan,Darien Van Hauge,Shaddam Corino,Muad Di Faruuq,Salai Sai Corlan,"Azh wanted the Lazax to help free the Gashlai from enslavement to the Jol-Nar, and offered the War Sun technology as a bargaining chip. Unfortunately, it was too late for the Lazax; the Federation of Sol began their bombardment during the meeting, during which Salai perished. The Embers of Muaat made their first appearance in the ""Shattered Empire"" expansion, along with the Winnu. Source: ""The Sun Sets on an Empire"" in the Lore Compendium.",,https://www.funtrivia.com/quiz/hobbies/history-of-the-imperium-416911.html
Question_MQ_Parsed_Hobbies_Hard_0174,Hobbies,Hobbies,Hard,"What was the name of the era between the Twilight Wars (when the Lazax Empire fell) and the beginning of a game of ""Twilight Imperium?""",The Age of Dusk,The Dark Years,The Scattering,The Age of Strife,The Dark Years,"When the great races became greedy during the Age of Dusk, destroyed the empire during the Twilight Wars, and then eradicated the Lazax during the Great Scourge, instead of becoming new rulers of the galaxy, a new galactic dark age came about. The great powers had spent their resources, lost control of their colonies, had planets ecologically destroyed, and suffered plagues. For the 3000 years of the Dark Years, the factions retreated and rebuilt. Only at the beginning of ""Twilight Imperium"" are they strong enough to once again spread their influence across the galaxy. Source: opening of the ""Learn to Play"" booklet, and many faction sheets.",,https://www.funtrivia.com/quiz/hobbies/history-of-the-imperium-416911.html
Question_MQ_Parsed_For Children_Normal_0151,For Children,Forchildren,Normal,"In ""Bride of the Living Dummy"", who is Slappy interested in?",Katie,Amanda,Jillian,Mary-Ellen,Katie,"Jimmy reads the card and Slappy comes to life. While performing a show with his now owner Jimmy, Slappy notices a young girl with a female dummy in the audience and Slappy seems to be distracted as he looks in that direction. After the show, the young girl, Katie, freaks out because she lost her doll, Mary-Ellen. While looking for Mary-Ellen, Katie's sister, Jillian, goes into Jimmy O'James' rehearsal room after overhearing a fierce argument between him and Slappy. Jimmy O'James asks for Jillian's address so he can mail Mary-Ellen to her. While in the room, Jillian notices Slappy sitting differently than he was when she first entered the room. Katie finds Mary-Ellen and tells Jillian that Mary-Ellen wanted to meet Slappy, but Jillian doesn't believe it. Jimmy O'James sends Slappy to Jillian's house via mail. Jillian decides to put Slappy in the basement and ignores Katie's warning that Mary-Ellen wants Slappy to sleep in their room. Slappy bites Jillian and Mary-Ellen refuses to let Katie help Jillian. Jillian thinks that Jimmy O'James put motor controls in Slappy which caused him to bite her. Katie tells Jillian that Slappy wants to sleep in their room, but Jillian brushes it off. At night, Slappy comes upstairs. When the girls wake up, they see Slappy sitting by the mirror and the words ""I want my bride"" written in red letters on the mirror. Jillian decides to bring Slappy back to Jimmy O'James. The girls' mother tells them that her wedding ring is missing, the dog is missing, and she's leaving the house for a few hours. At Jimmy's house, Jimmy tells Jillian that Slappy is alive and he is evil, that his spirit cannot be destroyed, and that Slappy forced Jimmy to send him to Jillian's house, and Jimmy refuses to take Slappy back. Jillian refuses to keep Slappy, but when",,https://www.funtrivia.com/quiz/forchildren/goosebumps-seasons-three-and-four-419843.html
Question_MQ_Parsed_For Children_Normal_0152,For Children,Forchildren,Normal,"At the end of ""Say Cheese and Die Again"", what happens to the teacher?",He gets trapped in the camera,He loses his hair,His glasses break,He dies,He loses his hair,"Greg's paper recounts the events of ""Say Cheese and Die."" Greg gets an F because the teacher believes that the story is a lie because the teacher does not believe there is a camera that predicts the future. The teacher gives Greg a second chance to do the report on the condition that Greg shows him the camera to prove its existence. Greg goes to Spidey's house and gets the camera. On his way to school the next day, he runs into Shari, who sees that he has the camera. Shari refuses to let Greg go to school with it, so she and Greg get in a fight. The result is that they both take a picture of each other. Shari's photo shows her being super-skinny while Greg's photo shows him being obese. The next day when Greg wakes up, he is obese. He gets a phone call from Shari saying that she is getting skinnier. At school, the teacher doesn't recognize Greg at first. When Greg reveals who he is, the teacher thinks that Greg is wearing a fat suit and that this is a pathetic attempt to prove that the camera is evil. When Greg's chair breaks, he runs out of the classroom. Shari comes to Greg's house and they see what has happened to each other. Shari takes another photo of Greg hoping that will fix it, but it only accelerates his weight gain. Greg then gets the idea to go to the photo store where his brother works and he tells him to turn Greg's positive photo into a negative photo and Shari's negative photo into a positive photo. This returns Greg and Shari to normal size. The teacher refuses to change Greg's grade, saying that he hasn't seen Greg take a photo with the camera to prove what Greg says about it and also saying that Greg was wearing a fat suit and he wasn't fat. The teacher says that he must see Greg take a picture with that",,https://www.funtrivia.com/quiz/forchildren/goosebumps-seasons-three-and-four-419843.html
Question_MQ_Parsed_For Children_Normal_0153,For Children,Forchildren,Normal,"In ""Chillogy"", what happens to Jessica?",She is trapped in Karlsville forever,She is turned into a pig,She dies,She goes broke,She is turned into a pig,"When her mother asks her to clean the attic, she discovers a model town in there. When she tries to answer the telephone, she is shrunk to a tiny size and she is inside the town. The town's owner is Karl and his town his Karlsville. He offers her an opportunity to sell lemonade but he warns her not to raise prices. She starts off doing great, but then she raises prices and scams the customers into a bidding war for what she said was the last glass of lemonade. She accidentally knocks the pitcher over, which exposes her scam. As the customers call her a ""greedy little pig,"" she turns into a pig and then the customers chase her. She dumps out all the cash on the street so the customers can have their money back, she gets in a phone booth, and she calls home. Her brother answers the phone, which takes her out of the town and returns her to her original size and form. She buys the model town from her brother for $50 (because he didn't want to get rid of it) so she can put it in the trash can without interference from him. Two brothers in the neighborhood, Matthew and Todd, find it and take it home with them. Matthew is an aspiring baseball player, but he's not very good. When he strikes out at the end of the game, he gets depressed and no one can cheer him up. From the model town, he hears someone calling his name. As he goes to check it out, he gets sucked into the town and shrunk. Karl makes him play the Karlsville version of baseball. In Karlsville baseball, Matthew is the only player, the ball is pitched by a pitching machine, the bases move, the fans are invisible, straps appear from the ground and around his feet, cardboard cutouts of Matthew randomly appear, the ground opens up and reveals lava, and the baseball has teeth. Matthew eventually gets to home plate, and then he is taken home and returned to size. J",,https://www.funtrivia.com/quiz/forchildren/goosebumps-seasons-three-and-four-419843.html
Question_MQ_Parsed_For Children_Normal_0154,For Children,Forchildren,Normal,"In ""How I Got My Shrunken Head"", who is Mark's favorite relative?",His mother,His father,His uncle,His aunt,His aunt,"The package is a shrunken head. It moves on its own and has glowing green eyes, which frightens Mark. His screams scare off his mother's new boyfriend, which causes his mother to tell him to get all of the jungle stuff out of his room. While playing a jungle-themed video game, Mark says ""Kalia,"" though he does not yet know what it means. The next day, Mark seemingly gets a call from Aunt Benna asking him to visit her and he enthusiastically accepts while his mother reluctantly lets him go. When he gets to the country, a pilot named Jimmy Lo takes him to where Aunt Benna is. The airplane's engine fails, but the shrunken head says ""Kalia"" and convinces Mark to say ""Kalia"" three times, which saves the airplane. When he gets to his destination, he meets the Hawlings family: a teenage girl named Kareen and her parents who are both doctors. Kareen's father says that Aunt Benna has disappeared and there's a search party in the jungle looking for her. Mark notices that Kareen's father is not nice to his servants. At night, the shrunken head leads Mark to another tent and a video tape that his aunt recorded. The tent shows Kareen's mother asking Aunt Benna what ""Kalia"" is and Benna refusing to answer. Mark hears Kareen's father coming, turns off the video tape, hides, and eavesdrops. Via the conversation that he overhears, Mark learns that he is a hostage. As he runs away, he finds a man in a white suit and asks that man for help, but the man serves Kareen's father and takes Mark to him. Mark accuses Kareen's father of lying about what happened to Aunt Benna. Kareen's father explains that five years ago, Aunt Benna discovered ""Kalia"" which translates to English as ""jungle magic"". It gives the user unlimited teleki",,https://www.funtrivia.com/quiz/forchildren/goosebumps-seasons-three-and-four-419843.html
Question_MQ_Parsed_For Children_Normal_0155,For Children,Forchildren,Normal,"In ""The Ghost Next Door"", who is a ghost?",Danny,Katie,Zane,Hannah,Hannah,"When she wakes up and sees no fire, she thinks it was a dream. She hears a sinister voice calling her name and someone throws a rock through her window. She calls 911, but the 911 operator cannot hear her. A note from her parents says ""Baseball tonight"" so she is home alone. She goes outside to find the culprit. She meets a boy named Danny. who just moved into the house next door. When she asks him if she can use his phone to call 911, he says that the phone hasn't yet been connected. Hannah is suspicious of him because of that, a door in the house moving on its own, and the fact that she didn't see him moving in though she thinks she sees everything in the neighborhood. The next day, Danny almost gets hit by a mail truck while riding his bicycle. Hannah shouts ""Danny!"" and he swerves into garbage cans at the last minute, avoiding the truck. Two bullies pick on Danny because of this. Neither the bullies nor the mailman notice Hannah standing right next to Danny. Hannah notices something odd about the trash cans, so the next day, she goes to his house to spy on him. In his yard, she once against hears the sinister voice calling her name. She thinks it is Danny's voice, so she goes to the cellar to find him. She sees a ghost in the cellar and, thinking that it's Danny, she runs out of the cellar. She sees Danny as soon as she leaves the cellar and she calls him a ghost and runs away. When she gets home and calls for her parents, she realizes that they haven't been home for several days. She goes to the internet to research Danny's house and she finds an article about a fire in her neighborhood that killed an entire family on her street. When she goes to Danny's house, the door blows open. The house is lit with candles, the oven has a spider's web, and Danny's mom doesn't seem to notice Hannah. When Danny shows",,https://www.funtrivia.com/quiz/forchildren/goosebumps-seasons-three-and-four-419843.html
Question_MQ_Parsed_Geography_Normal_0180,Geography,Geography,Normal,This mayor was prominent in the late 1920s and early 1930s after a brief foray into the world of music as a songwriter. He was mayor of New York from 1926 through 1932. Who was he?,DeWitt Clinton,Robert VanWyck,Hugh Grant,Jimmy Walker,Jimmy Walker,"Smith, and Tammany Hall, an organization which was influential in New York City politics at the time. He had previously tried his hand as a songwriter, with his most well-known song being ""Will You Love Me In December (As You Do In May)?"" Walker's first four-year term was a good one, and the city prospered. He was re-elected to the office in 1929, but his fortunes turned along with that of the rest of the country after the stock market crash of 1929. Contributing to his downfall were allegations of immorality and corruption, with Walker having numerous affairs and leaving his wife for a showgirl in the late 1920s. Also during his administration, the proliferation of speakeasies was prevalent in the city. Increasing social unrest from the public as well as criticism from the Catholic Church and the President led to his eventual resignation in September of 1932.",,https://www.funtrivia.com/quiz/world/20th-century-new-york-city-mayors-302114.html
Question_MQ_Parsed_For Children_Normal_0165,For Children,Forchildren,Normal,Which of the following does this yellow balloon need to lift off of the ground?,Heat,Good thoughts,A fan,Wind,Heat,"As the air heats up, it gets excited and expands out and needs more room. This results in there being less air inside the balloon making it lighter, or less dense, than the air outside the balloon causing it to rise. The atmosphere is less dense the higher off the ground a balloon goes. Eventually, the density inside the balloon will be the same as the density outside the balloon and it will stop rising in the sky.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_Geography_Normal_0190,Geography,Geography,Normal,The City of Strasbourg and its surrounding villages sit in what historical region of France?,Alsace,French Riviera,Loire Valley,Burgundy,Alsace,"The city sits on the River Ill, which connects to the nearby Rhine River, and has a history dating back to the fourth century AD. The surrounding region, meanwhile, is the smallest in France. Despite this, it's very well-known for its white wine production, its picturesque villages, and its gorgeous churches.",,https://www.funtrivia.com/quiz/geography/journey-around-the-globe-37-418998.html
Question_MQ_Parsed_Geography_Normal_0191,Geography,Geography,Normal,Which Iberian river discharges the most water into the ocean?,Guadiana River,Tagus River,Douro River,Ebro River,Douro River,"The region's reliance on the river is quite apparent as it's been long-used as fertile agricultural land, especially for the grapes needed to make the region's world-renowned fortified port wine. Porto, near the river's mouth, was first occupied nearly three thousand years ago due to its convenient location on the coast.",,https://www.funtrivia.com/quiz/geography/journey-around-the-globe-37-418998.html
Question_MQ_Parsed_Geography_Normal_0192,Geography,Geography,Normal,Which U.S. city contains Biscayne Bay?,Miami,Baltimore,New Orleans,San Francisco,Miami,"It's likely the case because Miami has long-established itself as Florida's most cosmopolitan city. Bolstered by years of high-rise building, a large Latin American population, and significant economical growth, it's a very welcoming destination...provided the weather holds out. It can be the sunniest spot in the U.S., or it can find itself right in the path of some of the country's fiercest storms.",,https://www.funtrivia.com/quiz/geography/journey-around-the-globe-37-418998.html
Question_MQ_Parsed_Culture_Normal_0196,Culture,Television,Normal,"Thanks to his newfound power, Cell is able to effortlessly defeat Piccolo. Cell was closing in on Android 17 until who stopped Cell in his place?",Android 16,Tien,Android 18,Krillin,Android 16,"16 is quite powerful as he is able to get in solid hits on Cell where Piccolo, after fusing with Kami, couldn't even scratch him. 16 manages to seemingly kill Cell, but that would be proven false.",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0197,Culture,Television,Normal,"After tricking the others into thinking he's dead, Cell manages to appear behind Android 17 to finally absorb him. What method does Cell use to absorb 17?",By destroying him and absorbing his energy.,By swallowing 17 whole through his tail.,By draining 17's biomass like with the humans.,By swallowing him through his mouth.,By swallowing 17 whole through his tail.,"Cell's tail is his primary means of absorbing people. Although he had been using the stinger tip to absorb people's biomass, Cell reveals he can also open it up to engulf others through it. This is the method Cell had to use to absorb Androids 17 and 18 and is successful in doing so with 17. Cell finally manages to become Semi-Perfect Cell and already has his sights set on 18.",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0198,Culture,Television,Normal,"Cell begins his search for Android 18 and right as he is about to close in on her, Vegeta and Future Trunks show up with Vegeta eager to take on Cell. How does the fight between Vegeta and Cell go down?",Completely in Cell's favor.,Completely in Vegeta's favor.,They are even.,They do not fight. Only Trunks fights him.,Completely in Vegeta's favor.,Vegeta finishes his training for a year in the Hyperbolic Time Chamber and becomes far more powerful than Semi-Perfect Cell. Cell goes through a breakdown thinking he is invincible after absorbing Android 17. Cell is then able to come up with a plan to entice Vegeta into allowing him to absorb Android 18 to provide Vegeta with a more worthy fight.,,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0199,Culture,Television,Normal,"After Cell achieves his perfect form, he is then able to completely decimate Vegeta in their battle. However, Vegeta lands one good hit on Cell using a certain move. What move is this?",Final Flash,Galick Gun,Big Bang Attack,Final Explosion,Final Flash,"Cell takes the full blunt of the attack, but is able to regenerate from it thanks to the cells from Piccolo. Cell then defeats Vegeta and, later, Future Trunks, but spares the latter.",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0200,Culture,Television,Normal,Cell starts up the Cell Games where anyone could challenge him in any order they wish. Which character is the first to challenge Cell?,Goku,Future Trunks,Vegeta,Mr. Satan,Mr. Satan,"Satan Technically, Mr. Satan is the first up to challenge Cell despite Cell himself considering Goku to be his first true challenger. Cell casually brushes aside Mr. Satan before having his first real fight against Goku.",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0201,Culture,Television,Normal,"Cell and Goku engage in a very intense battle that shakes the arena. Despite giving it his all, Goku decides to quit his match against Cell. Which of these is not a reason why Goku quits?",Goku isn't stronger than Cell.,Goku doesn't want to beat Cell before Gohan can.,Goku lost a lot of energy in the battle.,He believes Gohan stands a better chance against Cell.,Goku doesn't want to beat Cell before Gohan can.,"Goku says from the very start that he stands no chance against Cell. Cell is upset that Goku gives up, but Goku promises that Gohan would give him a better match. Cell is eager to draw out Gohan's untapped power and decides to pull out a nasty trick: Cell Juniors!",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0202,Culture,Television,Normal,"Cell does everything he can to try and push Gohan over the edge. Even with his children who are quicky starting to kill Gohan's friends and family, Cell still tries to draw out Gohan's power. Eventually, Cell manages to do so by killing a certain character. Who is this?",Android 16,Krillin,Goku,Chi-Chi,Android 16,"After he managed to convince Mr. Satan to toss his head over to Gohan, Android 16 told Gohan it was okay to fight seriously as long he was doing it for the right reasons. Cell, upset at 16's words, crushed his head, killing off the peaceful android for good. This moment finally pushed Gohan over the edge and ascended to Super Saiyan",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0203,Culture,Television,Normal,Cell is completely outmatched by Super Saiyan 2 Gohan and the young Saiyan punches Cell hard enough in the gut at one point during their battle. What happens to Cell after he is hit with enough force by this punch?,He coughs out Android 18.,He is sent flying backwards and is knocked out.,He dies from the attack.,He simply drops to his knees holding his gut.,He coughs out Android 18.,"This punch from Gohan is so powerful that Cell regurgitates Android 18, who is surprisingly still intact. Because of this, Cell reverts back to his Semi-Perfect Form. However, due to Gohan refusing to go for the kill, Cell intends to blow himself up, taking the Earth and everyone living on it with him. Goku then sacrifices himself to teleport Cell away dying from the explosion, but Cell is able to come back from even this and kills Future Trunks. Cell, now having grown more powerful than Gohan, prepares for his final attack.",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0204,Culture,Television,Normal,Cell then prepares to destroy the Earth itself with one of the strongest Kamehamehas in the series: the Solar Kamehameha. What is Cell's reasoning for the naming of this move?,It glows as bright as the sun.,It has enough power to destroy the entire solar system.,It is as hot as the sun.,It has enough power to destroy the entire sun.,It has enough power to destroy the entire solar system.,"Cell gloats that this Kamehameha has enough power to destroy the entire solar system itself. However, thanks to the intervention of his friends and allies, Gohan defeats and kills Cell using the Father-Son Kamehameha and sends the perfect being to his perfect death.",,https://www.funtrivia.com/quiz/television/the-cell-quiz-418211.html
Question_MQ_Parsed_Culture_Normal_0205,Culture,Music,Normal,"Which singer sings the song ""Born to Run""?",Jimmy Barnes,Billy Idol,Bruce Springsteen,Don McLean,Bruce Springsteen,"Some other songs by Bruce Springsteen include ""Thunder Road"" (1975), ""Badlands"" (1978), and ""Racing in the Street"" (1978). ""Born to Run"" was released in 1975 and ranked number twenty-three on the US Billboard Hot 100 weekly charts in 1975. ""Born to Run"" was written by Bruce Springsteen.",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0206,Culture,Music,Normal,"Which band sings the song ""Livin' Thing""?",1927,U2,Dire Straits,Electric Light Orchestra,Electric Light Orchestra,"Some other songs by Electric Light Orchestra include ""Mr. Blue Sky"" (1977), ""Last Train to London"" (1979), and ""Telephone Line"" (1976). ""Livin' Thing"" was released in 1976 and ranked number thirteen on the US Billboard Hot 100 weekly charts between 1976 and 1977. ""Livin' Thing"" was written by Jeff Lynne.",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0207,Culture,Music,Normal,"Which singer sings the song ""Rebel Rebel""?",Rod Stewart,David Bowie,Neil Young,Alice Cooper,Neil Young,"Some other songs by David Bowie include ""Young Americans"" (1975), ""Ziggy Stardust"" (1972), and ""Wild Is the Wind"" (1976). ""Rebel Rebel"" was released in 1974 and ranked number sixty-four on the US Billboard Hot 100 weekly charts in 1974. ""Rebel Rebel"" was written by David Bowie.",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0208,Culture,Music,Normal,"Which band sings the song ""Walk This Way""?",Aerosmith,Genesis,10cc,Little River Band,Aerosmith,"Some other songs by Aerosmith include ""Back in the Saddle"" (1976), ""No More No More"" (1973), and ""Seasons of Wither"" (1974). ""Walk This Way"" was released in 1975 and ranked number ten on the US Billboard Hot 100 weekly charts between 1976 and 1977. ""Walk This Way"" was written by Steven Tyler and Joe Perry.",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0209,Culture,Music,Normal,"Which singer sings the song ""Maggie May""?",Bruce Springsteen,Rod Stewart,,,Rod Stewart,"Some other songs by Rod Stewart include ""Da Ya Think I'm Sexy?"" (1978), ""You Wear It Well"" (1972), and ""This Old Heart of Mine"" (1975). ""Maggie May"" was released in 1971 and ranked number one on the US Billboard Hot 100 weekly charts in 1971. ""Maggie May"" was written by Rod Stewart and Martin Quittenton.",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0210,Culture,Music,Normal,"Which band sings the song ""Have You Ever Seen the Rain?""?",Australian Crawl,Cheap Trick,Eagles,Creedence Clearwater Revival,Creedence Clearwater Revival,"Some other songs by Creedence Clearwater Revival include ""Long As I Can See The Light"" (1970), ""Fortunate Son"" (1969), and ""Born on the Bayou"" (1969). ""Have You Ever Seen the Rain?"" was released in 1971 and ranked number eight on the US Billboard Hot 100 weekly charts in 1971. ""Have You Ever Seen the Rain?"" was written by John Fogerty.",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0211,Culture,Music,Normal,"Which singer sings the song ""Bennie and the Jets""?",Paul Kelly,Eric Clapton,Elvis Presley,Elton John,Elton John,Catreona's Musical Miscellany: The 1970s Easier Referenced Topics Music Music by Year 1970s Music Queen Guitarists Elton John Rolling Stones Billy Joel Bruce Springsteen David Bowie Which Band.,,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0212,Culture,Music,Normal,"Which band sings the song ""You're My Best Friend""?",Lynyrd Skynyrd,The Police,Queen,The Who,Queen,Queen is a British rock band formed in London in,,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0213,Culture,Music,Normal,"Which singer sings the song ""Fire and Rain""?",James Taylor,John Denver,,,James Taylor,"Taylor James Taylor is an American singer-songwriter and guitarist born on March 12,",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Culture_Normal_0214,Culture,Music,Normal,"Which band sings the song ""Help Is on Its Way""?",The Beach Boys,Talking Heads,Fleetwood Mac,Little River Band,Little River Band,"River Band Little River Band is a rock band formed in Melbourne, Australia, in March",,https://www.funtrivia.com/quiz/music/rock-songs-from-the-1970s-419121.html
Question_MQ_Parsed_Sports_Normal_0215,Sports,Sports,Normal,At what team's Vivint Arena were the 2023 All-Star Game festivities held?  The team had previously hosted the 1993 All-Star Game when its stars John Stockton and Karl Malone were in the prime of their careers.,Utah Jazz,New York Knicks,Chicago Bulls,Boston Celtics,Utah Jazz,,,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0216,Sports,Sports,Normal,What player signed a contract with the Philadelphia 76ers just four days before he wowed the crowd and won the 2023 NBA Slam Dunk Contest?,Pat Connaughton,Mac McClung,Will Barton,Shannon Brown,Mac McClung,"Although he registered a gravity defying 43.5 inch vertical leap at the 2021 NBA Combine, McClung was undrafted. Prior to getting a two-way contract by the Philadelphia 76ers, he played for the Delaware Blue Coats, the 76ers's G League affiliate. At the 2023 Slam Dunk Contest during All-Star weekend, McClung amazed the judges and the crowd with his four dunks getting 19 out of 20 perfect 50 scores across the five judges. His dunks included jumping over two of his friends and a final dunk in which he nearly completed two spins (a 720) in the air.",,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0217,Sports,Sports,Normal,"What sharpshooter from the Portland Trail Blazers won the NBA Three-Point Contest for the first time in his career, at All-Star weekend in 2023?",Clyde Drexler,CJ McCollum,Cliff Robertson,Damian Lillard,Damian Lillard,"Lillard immediately shined in the NBA as he was the unanimous winner of the Rookie of the Year award and he was voted to the All-Star Game seven times during his first 10 seasons. At the 2023 Three-Point Contest, Lillard scored 26 points in the first round while Tyrese Haliburton scored 31 and Buddy Hield scored 23. In the final round, Lillard again scored 26 while Hield scored 25 and Haliburton 17. The win for Lillard was not surprising as he was one of the most prolific three-point shooters over the first 10 years of his career.",,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0218,Sports,Sports,Normal,The 2023 NBA All-Star teams were drafted by two captains who received the most fan votes.  Which storied 38-year old player was an All-Star captain for the sixth straight year?,LeBron James,Giannis Antetokounmpo,,,LeBron James,,,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
Question_MQ_Parsed_Sports_Normal_0219,Sports,Sports,Normal,What player that had been traded from the Brooklyn Nets to the Dallas Mavericks less than a month before had the most assists (15) at the 2023 All-Star Game?,Chris Paul,Kyrie Irving,Kevin Durant,Russell Westbrook,Kyrie Irving,"Irving played his first six seasons for the Cleveland Cavaliers and in 2015-16 he won an NBA title. He then played for the Boston Celtics for two seasons and the Nets for 3+ seasons before he was signed by the Dallas Mavericks in February 2023. Known for his exceptional ball handling and passing skills, Irving had 15 assists and 32 points in the 2023 All-Star Game as a member of Team LeBron.",,https://www.funtrivia.com/quiz/sports/2023-nba-all-star-game-weekend-411941.html
